title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Calling,Wii,Adventure,Hudson Soft,Hudson Soft,4.8,0.11,0.06,0.0,0.04,0.01,2010-03-09,
Dead Cells,NS,Action,Merge Games,Motion Twin,9.3,0.11,0.08,,0.02,0.01,2018-08-15,2018-08-06
Retro Game Challenge,DS,Action,Xseed Games,Bandai Namco Games,8.1,0.11,,0.11,,,2009-02-10,
Breakout,PS,Puzzle,Hasbro Interactive,Supersonic Software,4.9,0.11,0.06,,0.04,0.01,2000-09-22,
GT Advance 2: Rally Racing,GBA,Racing,THQ,MTO,7.6,0.11,0.08,,0.03,0.0,2002-06-30,
18 Wheeler: American Pro Trucker,GC,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,5.0,0.11,0.09,,0.02,0.0,2002-02-18,
Astro Boy: The Video Game,PS2,Action,D3 Publisher,High Voltage Software,5.0,0.11,0.05,,0.04,0.01,2009-10-20,
Green Lantern: Rise of the Manhunters,DS,Action,Warner Bros. Interactive,Griptonite Games,5.5,0.11,0.07,,0.03,0.01,2011-06-07,
Phantom Dust,XB,Action,Majesco,Microsoft Game Studios,8.2,0.11,0.08,,0.02,0.0,2005-03-15,2018-10-02
Tom Clancy's Splinter Cell Trilogy,PS3,Action,Ubisoft,Ubisoft,6.5,0.11,,,0.09,0.02,2011-09-27,
TMNT,PSP,Action,Ubisoft,Ubisoft Montreal,3.6,0.11,0.1,,0.0,0.01,2007-03-20,
Rengoku: The Tower of Purgatory,PSP,Action,Konami,Neverland,4.7,0.11,0.1,,0.0,0.01,2005-04-26,
Dynasty Warriors Advance,GBA,Action,Nintendo,Koei,5.2,0.11,0.08,,0.03,0.0,2005-08-29,
The Scorpion King: Rise of the Akkadian,GC,Action,Universal Interactive,Point of View,5.2,0.11,0.08,,0.02,0.0,2002-09-11,
Deus Ex: Human Revolution,WiiU,Shooter,Square Enix,Eidos Interactive,8.6,0.11,0.05,,0.05,0.01,2013-10-22,2018-03-16
Bionicle Heroes,GC,Shooter,Eidos Interactive,Traveller's Tales,5.4,0.11,0.08,,0.02,0.0,2006-11-14,
Dementium II,DS,Shooter,SouthPeak Interactive,Renegade Kid,7.5,0.11,0.09,,0.02,0.01,2010-05-04,
BloodRayne,GC,Shooter,Majesco,Terminal Reality,7.9,0.11,0.09,,0.02,0.0,2002-10-15,
Eragon,PSP,Action,Sierra Entertainment,Amaze Entertainment,6.2,0.11,0.1,,0.0,0.01,2006-11-14,
Batman & Robin,PS,Action,Acclaim Entertainment,Probe,5.4,0.11,0.06,,0.04,0.01,1998-07-31,
Spyborgs,Wii,Action,Capcom,Bionic Games,6.3,0.11,0.09,,0.01,0.01,2009-09-22,
Night at the Museum: Battle of the Smithsonian,X360,Action,Majesco,"Pipeworks Software, Inc.",5.4,0.11,0.07,,0.03,0.01,2009-05-05,
Pokémon Rumble World,3DS,Action,Nintendo,Ambrella,7.0,0.11,,0.09,0.02,0.0,2015-04-08,2018-08-03
Planet 51,X360,Action,Sega,Pyro Studios,5.7,0.11,0.07,,0.03,0.01,2009-11-17,
Army Men: RTS,PS2,Strategy,3DO,Pandemic Studios,6.1,0.11,0.05,,0.04,0.01,2002-03-27,
Wolfenstein II: The New Colossus,NS,Shooter,Bethesda Softworks,MachineGames,8.3,0.11,0.05,,0.05,0.01,2018-06-29,2018-07-28
Bodycount,X360,Shooter,Codemasters,Guildford Studio,4.8,0.11,0.07,,0.03,0.01,2011-08-30,
Bodycount,PS3,Shooter,Codemasters,Guildford Studio,4.9,0.11,0.05,,0.05,0.02,2011-08-30,
Contra Advance: The Alien Wars EX,GBA,Shooter,Konami,Konami,6.7,0.11,0.08,,0.03,0.0,2002-11-03,
Star Trek: Conquest,PS2,Strategy,Bethesda Softworks,Bethesda Softworks,6.3,0.11,0.06,,0.04,0.01,2007-11-20,
FIFA Soccer 06,PSP,Sports,EA Sports,EA Canada,7.6,0.11,0.1,,0.01,0.01,2005-10-11,
Beaterator,PSP,Misc,Rockstar Games,Rockstar Leeds,7.9,0.11,0.07,,0.02,0.02,2009-10-01,
Astro Boy: The Video Game,Wii,Action,D3 Publisher,High Voltage Software,5.3,0.11,0.1,,0.0,0.01,2009-10-20,
Fighting Force 64,N64,Action,Crave Entertainment,Core Design Ltd.,5.2,0.11,0.09,,0.02,0.0,1999-04-30,
Panzer Dragoon Saga,SAT,Role-Playing,Sega,Team Andromeda,9.1,0.11,,0.11,,,1998-04-30,
Ys VIII: Lacrimosa of Dana,NS,Role-Playing,NIS America,Nihon Falcom Corporation,8.5,0.11,0.03,0.03,0.03,0.01,2018-06-26,2018-01-11
Master of the Monster Lair,DS,Role-Playing,Atlus,Global A Entertainment,6.9,0.11,0.1,,0.0,0.01,2008-10-31,
Brave Story: New Traveler (US sales),PSP,Role-Playing,Xseed Games,Game Republic,7.5,0.11,0.11,,,,2007-07-31,
A Witch's Tale,DS,Role-Playing,NIS America,Hit Maker,5.0,0.11,0.08,0.03,,0.01,2009-10-06,
The Alliance Alive,3DS,Role-Playing,Atlus,Cattle Call,7.3,0.11,0.04,0.06,,0.01,2018-03-27,2019-03-16
Phantasy Star Collection,GBA,Role-Playing,THQ,Digital Eclipse,7.9,0.11,0.08,,0.03,0.0,2002-11-24,
Mana Khemia: Student Alliance,PSP,Role-Playing,Nippon Ichi Software,Gust,3.2,0.11,0.06,0.03,0.0,0.01,2009-03-10,
Darkspore,PC,Role-Playing,Electronic Arts,Maxis,6.6,0.11,0.07,,0.03,0.01,2011-04-26,
Odama,GC,Misc,Nintendo,VIVARIUM Inc.,6.5,0.11,0.07,0.02,0.02,0.0,2006-04-10,
Pinball Hall of Fame: The Williams Collection,PSP,Misc,Crave Entertainment,FarSight Studios,8.0,0.11,0.09,,0.01,0.01,2008-02-26,
"Sakura Wars: So Long, My Love",Wii,Role-Playing,NIS America,RED Entertainment,7.4,0.11,0.05,,0.04,0.01,2010-03-30,
Dark Souls: Remastered,XOne,Role-Playing,Bandai Namco Entertainment,From Software,8.0,0.11,0.07,,0.03,0.01,2018-05-25,2018-06-05
Tom Clancy's EndWar,PSP,Strategy,Ubisoft,Funatics Software,6.7,0.11,0.1,,0.01,0.01,2008-11-04,
Railroad Tycoon II,PS,Strategy,Take-Two Interactive,Take-Two Interactive,6.6,0.11,0.06,,0.04,0.01,2000-01-31,
Rome: Total War,PC,Strategy,Activision,The Creative Assembly,9.0,0.11,,,0.09,0.01,2004-09-22,
Carnage Heart,PS,Strategy,Sony Computer Entertainment,ArtDink,7.1,0.11,0.01,0.09,0.01,0.01,1997-01-31,
Ring of Red,PS2,Strategy,Konami,Konami,8.0,0.11,0.06,,0.04,0.01,2001-03-12,
Brunswick Circuit Pro Bowling 2,PS,Sports,THQ,Adrenalin Entertainment,7.0,0.11,0.06,,0.04,0.01,2000-01-31,
Cloudy With A Chance of Meatballs,Wii,Adventure,Ubisoft,Ubisoft Shanghai,6.7,0.11,0.1,,0.0,0.01,2009-09-15,
Shadow of Destiny,PSP,Adventure,Konami,Konami,6.8,0.11,0.09,0.0,,0.02,2010-01-26,
The Polar Express,GC,Adventure,THQ,Blue Tongue,3.3,0.11,0.08,,0.02,0.0,2004-11-02,
Gabrielle's Ghostly Groove 3D,3DS,Adventure,Natsume,Natsume,7.5,0.11,0.08,,0.02,0.01,2011-10-04,
Frogger: Helmet Chaos,PSP,Platform,Konami,Konami Computer Entertainment Hawaii,7.0,0.11,0.1,,0.0,0.01,2005-09-29,
Sakura Wars,DC,Adventure,Sega,Overworks,7.6,0.11,,0.11,,,2000-05-25,
Patapon 2,PSP,Platform,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.2,0.11,,0.06,0.03,0.01,2009-05-05,
Avatar: The Last Airbender,PSP,Adventure,THQ,AWE Games,6.0,0.11,0.1,,0.0,0.01,2006-10-10,
JU-ON: The Grudge,Wii,Adventure,Xseed Games,FeelPlus,4.0,0.1,0.07,0.01,0.01,0.01,2009-10-13,
Disgaea Infinite,PSP,Adventure,NIS America,Nippon Ichi Software,6.8,0.1,0.08,0.01,,0.02,2010-06-08,
The Book of Unwritten Tales,PC,Adventure,DreamCatcher Interactive,KING Art Games,7.9,0.1,0.0,,0.08,0.02,2011-10-28,
Miami Law,DS,Adventure,Hudson Entertainment,Gaijinworks,5.5,0.1,0.09,,0.0,0.01,2009-06-09,
Agatha Christie: The ABC Murders,DS,Adventure,DreamCatcher Interactive,DreamCatcher Interactive,6.0,0.1,0.08,,0.01,0.01,2009-11-04,
Blue Stinger,DC,Adventure,Activision,Climax Entertainment,6.7,0.1,,0.1,,,1999-08-31,
The First Templar,X360,Adventure,Kalypso,Haemimont Games,7.0,0.1,0.06,,0.04,0.01,2011-05-10,
Cloudy With a Chance of Meatballs,PS3,Adventure,Ubisoft,Ubisoft Shanghai,6.7,0.1,0.09,,0.01,0.01,2009-09-15,
Blitz: The League II,X360,Sports,Midway Games,Midway Games,6.6,0.1,0.08,,0.01,0.01,2008-10-13,
Guitar Hero: Van Halen,PS2,Misc,Activision,Neversoft Entertainment,4.9,0.1,0.05,,0.04,0.01,2009-12-22,
Castlevania Double Pack,GBA,Platform,Konami,KCET,9.0,0.1,0.07,,0.03,0.0,2006-01-11,
Baten Kaitos Origins,GC,Role-Playing,Nintendo,tri-Crescendo / Monolith Soft,7.5,0.1,0.06,0.02,0.02,0.0,2006-09-25,
Phantom Brave: The Hermuda Triangle,PSP,Role-Playing,NIS America,Nippon Ichi Software,7.2,0.1,0.06,0.03,,0.01,2011-03-08,
Astro Boy: The Video Game,DS,Action,D3 Publisher,Art Corporation,4.4,0.1,0.09,,0.0,0.01,2009-10-20,
Tom Clancy's Splinter Cell: Chaos Theory,GC,Action,Ubisoft,Ubisoft Montreal,7.8,0.1,0.08,,0.02,0.0,2005-03-29,
The Godfather: Mob Wars,PSP,Action,Electronic Arts,Page 44,6.2,0.1,0.09,,0.0,0.01,2006-09-19,
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Action,THQ,THQ,4.8,0.1,0.07,,0.03,0.01,2011-10-11,
Vandal Hearts II,PS,Strategy,Konami,Konami,7.2,0.1,0.06,,0.04,0.01,1999-11-30,2018-04-10
World Series of Poker: Tournament of Champions 2007 Edition,PSP,Misc,Activision,Left Field Productions,6.4,0.1,0.1,,0.0,0.01,2006-09-21,
Harry Potter and the Deathly Hallows - Part 2,PC,Action,Electronic Arts,EA Bright Light,4.3,0.1,0.05,,0.04,0.01,2011-07-12,
X-Men: The Official Game,XB,Action,Activision,"Z-Axis, Ltd.",4.8,0.1,0.08,,0.02,0.0,2006-05-16,
Spider-Man: Web of Shadows,DS,Action,Activision,Griptonite Games,7.9,0.1,0.09,,0.0,0.01,2008-10-21,
Thor: God of Thunder,3DS,Action,Sega,WayForward Technologies,6.0,0.1,0.06,,0.03,0.01,2011-09-13,
X-Men: Destiny,Wii,Action,Activision,Silicon Knights,3.3,0.1,0.07,,0.02,0.01,2011-09-27,
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,Racing,Konami,Konami,7.5,0.1,0.09,,0.01,0.01,2009-05-19,
NASCAR,PSP,Racing,EA Sports,EA Tiburon,7.2,0.1,0.09,,,0.01,2006-09-06,
Classic NES Series: Excitebike,GBA,Racing,Nintendo,Nintendo,6.4,0.1,,0.1,,,2004-06-02,
Banjo-Pilot,GBA,Racing,THQ,Rare Ltd.,6.2,0.1,0.07,,0.03,0.0,2005-01-12,
Ridge Racer 2,PSP,Racing,Unknown,Namco Bandai Games,7.5,0.1,,0.07,0.03,0.01,2020-12-31,
The BIGS 2,PSP,Sports,2K Sports,Blue Castle Games,6.8,0.1,0.09,,,0.01,2009-07-07,
NBA Ballers: Rebound,PSP,Sports,Midway Games,Backbone Entertainment,7.3,0.1,0.09,,,0.01,2006-05-09,
Hunter: The Reckoning,GC,Action,Interplay,High Voltage Software,7.1,0.1,0.08,,0.02,0.0,2002-11-18,
The Lord of the Rings: Conquest,DS,Action,Electronic Arts,Artificial Mind and Movement,5.9,0.1,0.09,,0.01,0.01,2009-01-13,
Tom Clancy's Splinter Cell: Conviction,PC,Action,Ubisoft,Ubisoft Montreal,8.0,0.1,,,0.08,0.02,2010-04-27,
The Elder Scrolls Online: Summerset,PS4,MMO,Bethesda Softworks,ZeniMax Online Studios,7.5,0.1,0.08,,,0.02,2018-05-21,2018-09-15
NHL 2K6,X360,Sports,2K Sports,Kush Games,7.3,0.1,0.09,,0.0,0.01,2005-11-16,
College Hoops 2K6,XB,Sports,2K Sports,Visual Concepts,8.3,0.1,0.07,,0.02,0.0,2005-11-21,
Puzzle Chronicles,PSP,Puzzle,Konami,Infinite Interactive,6.5,0.1,0.08,,0.0,0.02,2010-02-02,
Harvest Moon: Frantic Farming,DS,Puzzle,Natsume,Natsume,7.0,0.1,0.08,,0.01,0.01,2009-08-25,
Gretzky NHL,PSP,Sports,Sony Computer Entertainment,989 Sports,6.0,0.1,0.1,,,0.01,2005-03-14,
Ice Age 2: The Meltdown,XB,Platform,Vivendi Games,Eurocom Entertainment Software,6.8,0.1,0.07,,0.02,0.0,2006-03-14,
Shantae and the Pirate's Curse,3DS,Platform,WayForward Technologies,WayForward Technologies,7.7,0.1,0.05,0.04,,0.01,2016-10-18,2018-01-31
Cubic Ninja,3DS,Platform,Ubisoft,AQ Interactive,5.5,0.1,0.05,,0.04,0.01,2011-06-14,
Lode Runner 3-D,N64,Action,Infogrames,Big Bang,7.0,0.1,0.08,,0.02,0.0,1999-01-01,
Marvel vs. Capcom: Clash of Super Heroes,DC,Fighting,Capcom,Capcom,8.5,0.1,,0.1,,,1999-10-07,
Disney's The Jungle Book,GBA,Platform,Ubisoft,Visual Impact,5.0,0.1,0.07,,0.03,0.0,2003-02-11,
Over the Hedge,XB,Platform,Activision,Edge of Reality,6.6,0.1,0.07,,0.02,0.0,2006-05-09,
Universal Studios Theme Parks Adventure,GC,Misc,Kemco,Kemco,5.1,0.1,0.08,,0.02,0.0,2001-12-18,
Surf's Up,X360,Sports,Ubisoft,Ubisoft Montreal,6.2,0.1,0.09,,0.0,0.01,2007-05-30,
Cartoon Network: Punch Time Explosion,3DS,Fighting,Crave Entertainment,Papaya Studios,5.6,0.1,0.07,,0.02,0.01,2011-06-02,
Dead or Alive 5 Plus,PSV,Fighting,Tecmo Koei,Team Ninja,8.0,0.1,,0.03,0.06,0.02,2013-03-19,2018-11-20
Dead or Alive 5 Last Round,XOne,Fighting,Tecmo Koei,Team Ninja,7.5,0.1,0.05,0.01,0.03,0.01,2015-02-17,2018-11-20
Dragon Ball: Evolution,PSP,Fighting,Namco Bandai,Dimps Corporation,3.4,0.1,0.09,,,0.01,2009-04-08,
The King of Fighters: Dream Match 1999,DC,Fighting,SNK,SNK Corporation,7.2,0.1,,0.1,,0.0,1999-09-30,
Heatseeker,Wii,Simulation,Codemasters,IR Gurus,5.5,0.1,0.08,,0.0,0.01,2007-05-01,
Steel Battalion,XB,Simulation,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,0.1,0.05,0.02,0.02,0.0,2002-11-21,
Disney's Chicken Little: Ace In Action,Wii,Shooter,Buena Vista,Avalanche Software,7.6,0.1,0.09,,0.0,0.01,2006-12-11,
Darkest of Days,X360,Shooter,Phantom EFX,8MonkeyLabs,4.6,0.1,0.09,,,0.01,2009-09-08,
MindJack,X360,Shooter,Square Enix,FeelPlus,4.5,0.1,0.07,,0.02,0.01,2011-01-18,
Ballistic: Ecks vs. Sever,GBA,Shooter,BAM! Entertainment,Crawfish Interactive,7.3,0.1,0.07,,0.03,0.0,2002-09-14,
"Blast Works: Build, Trade, Destroy",Wii,Shooter,Majesco,BudCat Creations,8.2,0.1,0.09,,0.0,0.01,2008-06-11,
Bullet Witch,X360,Shooter,Atari,Cavia Inc.,6.6,0.1,0.07,0.02,0.01,0.01,2007-02-27,
Stardew Valley,PS4,Simulation,505 Games,ConcernedApe,8.8,0.1,0.04,,0.04,0.02,2017-04-11,2019-02-11
Beach Spikers: Virtua Beach Volleyball,GC,Sports,Sega,Sega-AM2,7.1,0.1,0.08,,0.02,0.0,2002-08-12,
Blue Dragon: Awakened Shadow,DS,Role-Playing,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,0.1,0.06,0.03,0.0,0.0,2010-05-18,
Shadow Tower,PS,Role-Playing,Agetec,From Software,5.7,0.1,0.01,0.07,0.01,0.01,1999-10-31,
The Legend of Heroes: Trails in the Sky,PSP,Role-Playing,Xseed Games,Nihon Falcom Corporation,8.1,0.1,0.06,0.03,0.0,,2011-03-29,
Ar tonelico: Melody of Elemia,PS2,Role-Playing,Nippon Ichi Software,Gust,7.0,0.1,,0.1,,,2007-02-06,
Aidyn Chronicles: The First Mage,N64,Role-Playing,THQ,H2O Interactive,6.0,0.1,0.08,,0.02,0.0,2001-03-14,
Riviera: The Promised Land,GBA,Role-Playing,Atlus,Sting,8.7,0.1,0.07,,0.03,0.0,2005-06-28,
Opoona,Wii,Role-Playing,KOEI,ArtePiazza,6.4,0.1,0.08,0.01,0.0,0.01,2008-03-25,
Dungeons & Dragons Tactics,PSP,Strategy,Atari,Kuju Entertainment,5.2,0.1,0.09,,0.0,0.01,2007-08-14,
Record of Agarest War Zero,X360,Strategy,Aksys Games,Compile Heart,6.5,0.1,0.09,,,0.01,2011-06-14,
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,Strategy,THQ,Relic,8.6,0.1,0.08,,0.01,0.01,2010-03-11,
Vexx,XB,Platform,Acclaim Entertainment,Acclaim Studios Austin,6.8,0.1,0.08,,0.02,0.0,2003-02-10,
Attack on Titan 2,XOne,Action,Koei Tecmo,Omega Force,7.0,0.09,0.08,,,0.01,2018-03-20,2018-03-30
Mystic Heroes,GC,Action,KOEI,Koei,6.8,0.09,0.03,0.04,0.01,0.0,2002-09-30,
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,Action,Activision,Krome Studios,6.2,0.09,0.07,,0.02,0.0,2005-10-12,
LEGO Star Wars II: The Original Trilogy,GBA,Action,LucasArts,Amaze Entertainment,6.0,0.09,0.06,,0.02,0.0,2006-09-12,
Obscure: The Aftermath,PSP,Adventure,Playlogic Game Factory,Hydravision Entertainment,6.5,0.09,0.05,,0.03,0.01,2009-09-29,
Rock Band 3,DS,Misc,MTV Games,Harmonix Music Systems,8.5,0.09,0.07,,0.01,0.01,2010-10-26,
Cloudy With a Chance of Meatballs,X360,Adventure,Ubisoft,Ubisoft Shanghai,6.7,0.09,0.07,,0.0,0.01,2009-09-15,
Data East Arcade Classics,Wii,Misc,Majesco,G1M2,5.0,0.09,0.08,,,0.01,2010-02-16,
LEGO Batman: The Videogame,PC,Adventure,Warner Bros. Interactive,Traveller's Tales,7.4,0.09,0.04,,0.03,0.01,2008-09-23,
Space Invaders Extreme,PSP,Shooter,Square Enix,"GULTI co.,ltd.",8.2,0.09,0.06,0.01,0.02,0.01,2008-06-17,
Alien Hominid,GC,Shooter,O3 Entertainment,The Behemoth,8.3,0.09,0.07,,0.02,0.0,2004-11-23,
Halo 2,PC,Shooter,Microsoft Game Studios,Hired Gun,6.9,0.09,0.01,,0.06,0.01,2007-05-31,
Ikaruga,GC,Shooter,Atari,"Treasure Co., Ltd.",8.0,0.09,0.07,,0.02,0.0,2003-04-15,
F.E.A.R. 2: Project Origin,PC,Shooter,Warner Bros. Interactive,Monolith Productions,8.2,0.09,0.04,,0.05,0.01,2009-02-10,
I-Ninja,GC,Platform,Namco,Argonaut Games,7.2,0.09,0.07,,0.02,0.0,2003-12-04,
Ultimate Mortal Kombat,DS,Fighting,Midway Games,Other Ocean Interactive,7.3,0.09,0.07,,0.01,0.01,2007-11-12,
Rocky,GC,Fighting,Ubisoft,Steel Monkeys,7.0,0.09,0.07,,0.02,0.0,2002-11-17,
Brain Age: Concentration Training,3DS,Education,Nintendo,Nintendo,7.5,0.09,0.08,,,0.01,2013-02-10,2019-01-15
Psychonauts,PS2,Platform,Majesco,Double Fine Productions,8.6,0.09,0.05,,0.04,0.01,2005-06-21,
Battle Fantasia,X360,Fighting,Aksys Games,Arc System Works,7.0,0.09,0.07,0.01,0.0,0.01,2008-09-16,
Astro Boy: Omega Factor,GBA,Action,Sega,Hitmaker,8.8,0.09,0.06,,0.02,0.0,2004-08-18,
Batman Beyond: Return of the Joker,N64,Action,Ubisoft,Kemco,2.0,0.09,0.07,,0.02,0.0,2000-12-13,
Jimmie Johnson's Anything With an Engine,X360,Racing,Konami,Isopod Labs,7.3,0.09,0.08,,,0.01,2011-11-01,
ChuChu Rocket!,GBA,Puzzle,Sega,Sonic Team,8.1,0.09,0.06,,0.02,0.0,2001-06-10,
Import Tuner Challenge (American sales),X360,Racing,Ubisoft,Genki,6.4,0.09,0.07,,0.01,0.01,2006-09-26,
Driver: Renegade,3DS,Racing,Ubisoft,Ubisoft,3.5,0.09,0.05,,0.04,0.01,2011-09-06,
GripShift,PSP,Racing,Sony Computer Entertainment,Sidhe Interactive,7.1,0.09,0.08,,0.0,0.01,2005-09-12,
echochrome,PSP,Puzzle,Sony Computer Entertainment,SCE Japan Studio,7.6,0.09,,0.08,0.01,0.0,2008-05-01,2018-09-17
Bomberman Max 2: Blue Advance,GBA,Puzzle,Majesco,Hudson Soft,7.3,0.09,0.07,,0.02,0.0,2002-05-30,
Mahjong Cub3D,3DS,Puzzle,Atlus,SunSoft,6.9,0.09,0.07,0.02,,0.01,2011-10-11,
Puchi Puchi Virus,DS,Puzzle,NIS America,Keys Factory,7.4,0.09,0.08,,,0.01,2009-05-20,
Ninja Gaiden Black,XB,Action,Tecmo,Team Ninja,9.5,0.09,0.07,,0.02,0.0,2005-09-20,
Bladestorm: The Hundred Years' War,X360,Action,KOEI,Omega Force,6.9,0.09,0.08,,0.01,0.01,2007-11-06,
Altered Beast: Guardian of the Realms,GBA,Action,THQ,3d6 Games,6.5,0.09,0.07,,0.02,0.0,2002-11-23,
Green Lantern: Rise of the Manhunters,Wii,Action,Warner Bros. Interactive,Griptonite Games,5.5,0.09,0.05,,0.03,0.01,2011-06-07,
Harvest Moon: Boy & Girl,PSP,Simulation,Natsume,Marvelous Interactive,6.1,0.09,0.08,,,0.01,2007-07-31,
Major League Baseball 2K7,PSP,Sports,2K Sports,Visual Concepts,6.3,0.09,0.08,,,0.01,2007-02-26,
Pro Evolution Soccer 2012,PC,Sports,Konami,Konami,7.0,0.09,,,0.07,0.02,2011-10-14,
Major League Baseball 2K9,PSP,Sports,2K Sports,Visual Concepts,6.0,0.09,0.08,0.0,,0.01,2009-03-23,
NBA 2K18,PS3,Sports,2K Sports,Visual Concepts,7.0,0.09,0.06,0.01,0.01,0.01,2017-09-19,2018-04-02
The Incredibles: Rise of the Underminer,XB,Action,THQ,Heavy Iron Studios,6.5,0.09,0.06,,0.02,0.0,2005-11-01,
Captain America: Super Soldier,3DS,Action,Sega,Sega,5.0,0.09,0.05,,0.03,0.01,2011-10-25,
Destroy All Humans! Path of the Furon,PS3,Action,Unknown,Sandblast Games,5.0,0.09,,,0.08,0.01,2020-12-31,
Hearts of Iron III,PC,Strategy,Paradox Interactive,Paradox Interactive,7.9,0.09,0.04,,0.04,0.01,2009-08-11,
Def Jam Fight For NY: The Takeover,PSP,Action,Electronic Arts,Aki Corp,8.0,0.09,0.08,,0.0,0.01,2006-08-29,
Killer7,PS2,Action,Capcom,Grasshopper Manufacture,6.5,0.09,0.04,0.0,0.03,0.01,2005-07-07,
50 Cent: Bulletproof,PSP,Action,Vivendi Games,High Voltage Software,5.5,0.09,0.08,,0.0,0.01,2006-08-29,
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,PS2,Role-Playing,Atlus,Atlus Co.,7.4,0.09,,0.09,,,2006-10-10,
Damnation,PS3,Shooter,Codemasters,Blue Omega Entertainment,3.6,0.09,0.07,,0.01,0.01,2009-05-26,
ShellShock 2: Blood Trails,X360,Shooter,Eidos Interactive,Rebellion Developments,3.2,0.09,0.05,,0.03,0.01,2009-02-24,
F.E.A.R. Files,X360,Shooter,Sierra Entertainment,TimeGate Studios/Day 1 Studios,6.9,0.09,0.07,,0.01,0.01,2007-11-06,
Codename Tenka,PS,Shooter,Sony Computer Entertainment,Psygnosis,7.0,0.09,0.05,,0.03,0.01,1997-05-31,
The Amazing Spider-Man (2012),WiiU,Action-Adventure,Activision,Beenox,6.0,0.09,0.05,,0.04,0.01,2013-03-05,2018-03-15
Dungeons,PC,Strategy,Kalypso,Kalypso Media,6.5,0.09,0.07,,0.02,0.01,2011-02-10,
Supreme Commander,X360,Strategy,Aspyr,Gas Powered Games,5.7,0.09,0.07,,0.01,0.01,2008-06-23,
Theme Hospital,PS,Strategy,Electronic Arts,Krisalis Software,7.2,0.09,0.03,0.03,0.02,0.01,1998-03-31,
MetropolisMania,PS2,Strategy,Natsume,Indi Software,6.8,0.09,0.04,,0.03,0.01,2002-10-03,
Wild ARMs: Alter Code F,PS2,Role-Playing,Agetec,Media.Vision,7.2,0.09,0.05,,0.04,0.01,2005-11-15,
Skies of Arcadia,DC,Role-Playing,Sega,Overworks,9.2,0.09,,0.09,,,2000-11-13,
Last Rebellion,PS3,Role-Playing,NIS America,Hit Maker,4.8,0.09,0.06,0.01,0.01,0.01,2010-02-23,
Dark Angel: Vampire Apocalypse,PS2,Role-Playing,Metro 3D,Metro3D,4.6,0.09,0.04,,0.03,0.01,2001-07-08,
Knights in the Nightmare,PSP,Role-Playing,Atlus,Sting,8.0,0.09,0.06,0.02,,0.01,2010-11-09,
Ys I & II Chronicles,PSP,Role-Playing,Xseed Games,Nihon Falcom Corporation,6.4,0.09,0.05,0.03,,0.01,2011-02-22,
Spectral Force 3,X360,Role-Playing,Atlus,XPEC Entertainment,5.9,0.09,0.08,,,0.01,2008-07-29,
Digimon World 4,GC,Role-Playing,Bandai,Bandai,5.2,0.09,0.07,,0.02,0.0,2005-06-01,
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,Spellbound Entertainment AG,6.2,0.09,0.04,0.01,0.04,0.01,2010-10-19,
Zoids Assault,X360,Strategy,Atlus,Atlus Co.,5.2,0.09,0.08,,,0.01,2008-09-09,
Henry Hatsworth in the Puzzling Adventure,DS,Puzzle,Electronic Arts,EA Tiburon,9.1,0.09,0.08,,0.0,0.01,2009-03-17,
The Legend of Heroes: A Tear of Vermillion,PSP,Role-Playing,Bandai,Microvision,6.9,0.09,0.08,,,0.01,2005-11-15,
Harvest Moon: Skytree Village,3DS,Simulation,Natsume,Natsume,5.0,0.09,0.06,,0.02,0.01,2016-11-08,
BIT.TRIP COMPLETE,Wii,Misc,Aksys Games,Gaijin Games Inc.,8.1,0.09,0.06,,0.02,0.01,2011-09-13,
Supremacy MMA,X360,Fighting,505 Games,Kung Fu Factory,5.0,0.08,0.05,,0.02,0.01,2011-09-20,
The King of Fighters EX2: Howling Blood,GBA,Fighting,Atlus,Marvelous Interactive,7.9,0.08,0.06,,0.02,0.0,2003-12-11,
Gundam Seed: Battle Assault,GBA,Fighting,Bandai,Bandai,6.5,0.08,0.06,,0.02,0.0,2004-08-10,
Armorines: Project S.W.A.R.M.,PS,Shooter,Acclaim Entertainment,Probe Entertainment,3.2,0.08,0.05,,0.03,0.01,2000-05-03,
Nano Assault,3DS,Shooter,Majesco,Shin'en Multimedia,6.0,0.08,0.08,,,0.01,2011-12-01,
ARK: Survival Evolved,NS,Action-Adventure,Studio Wildcard,Studio Wildcard,4.0,0.08,0.07,,,0.01,2018-11-30,2018-09-22
Darksiders II: Deathinitive Edition,XOne,Action-Adventure,Nordic Games,Gunfire Games,7.5,0.08,0.05,,0.03,0.01,2015-10-30,2018-10-02
